,user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
1076,a100000967,1/11/2018,Email,control,TRUE,English,English,55+ years,1/11/2018,,Email,TRUE
1077,a100000967,1/8/2018,Facebook,control,FALSE,English,English,0-18 years,1/11/2018,,Email,TRUE
1078,a100000967,1/5/2018,House Ads,control,FALSE,English,English,55+ years,1/11/2018,,Email,TRUE
1079,a100000967,1/2/2018,House Ads,control,FALSE,English,English,55+ years,1/11/2018,,Email,TRUE
1080,a100000968,1/12/2018,Push,control,TRUE,English,English,0-18 years,1/12/2018,,Push,TRUE
1081,a100000968,1/8/2018,House Ads,control,FALSE,English,English,19-24 years,1/12/2018,,Push,TRUE
1082,a100000968,1/1/2018,House Ads,control,FALSE,English,English,0-18 years,1/12/2018,,Push,TRUE
1083,a100000968,1/2/2018,House Ads,control,FALSE,English,English,0-18 years,1/12/2018,,Push,TRUE
1084,a100000969,1/13/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/13/2018,,Facebook,TRUE
1085,a100000969,1/9/2018,House Ads,control,FALSE,English,English,24-30 years,1/13/2018,,Facebook,TRUE
1086,a100000969,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/13/2018,,Facebook,TRUE
1087,a100000970,1/14/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/14/2018,,Instagram,TRUE
1088,a100000970,1/9/2018,House Ads,control,FALSE,English,English,30-36 years,1/14/2018,,Instagram,TRUE
1089,a100000970,1/2/2018,House Ads,personalization,FALSE,English,English,24-30 years,1/14/2018,,Instagram,TRUE
1090,a100000971,1/15/2018,Instagram,personalization,TRUE,English,English,30-36 years,1/15/2018,,Instagram,TRUE
1091,a100000971,1/9/2018,Push,control,FALSE,English,English,36-45 years,1/15/2018,,Instagram,TRUE
1092,a100000971,1/2/2018,House Ads,personalization,FALSE,English,English,30-36 years,1/15/2018,,Instagram,TRUE
1093,a100000972,1/16/2018,Instagram,personalization,TRUE,English,English,36-45 years,1/16/2018,,Instagram,TRUE
1094,a100000972,1/9/2018,Facebook,control,FALSE,English,English,45-55 years,1/16/2018,,Instagram,TRUE
1095,a100000972,1/2/2018,House Ads,personalization,FALSE,English,English,36-45 years,1/16/2018,,Instagram,TRUE
1096,a100000973,1/17/2018,Facebook,personalization,TRUE,English,English,45-55 years,1/17/2018,,Facebook,TRUE
1097,a100000973,1/9/2018,Instagram,control,FALSE,English,English,0-18 years,1/17/2018,,Facebook,TRUE
1098,a100000973,1/2/2018,House Ads,personalization,FALSE,English,English,45-55 years,1/17/2018,,Facebook,TRUE
1099,a100000974,1/18/2018,Instagram,personalization,TRUE,English,English,55+ years,1/18/2018,,Instagram,TRUE
1100,a100000974,1/9/2018,Instagram,control,FALSE,English,English,19-24 years,1/18/2018,,Instagram,TRUE
1101,a100000974,1/2/2018,House Ads,personalization,FALSE,English,English,55+ years,1/18/2018,,Instagram,TRUE
1102,a100000975,1/1/2018,Facebook,personalization,TRUE,English,English,0-18 years,1/1/2018,,Facebook,TRUE
1103,a100000975,1/9/2018,Facebook,control,FALSE,English,English,24-30 years,1/1/2018,,Facebook,TRUE
1104,a100000975,1/2/2018,House Ads,personalization,FALSE,English,English,0-18 years,1/1/2018,,Facebook,TRUE
1105,a100000976,1/2/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/2/2018,,Instagram,TRUE
1106,a100000976,1/10/2018,House Ads,control,FALSE,English,English,30-36 years,1/2/2018,,Instagram,TRUE
1107,a100000976,1/3/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/2/2018,,Instagram,TRUE
1108,a100000977,1/3/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/3/2018,,Instagram,TRUE
1109,a100000977,1/10/2018,House Ads,control,FALSE,English,English,36-45 years,1/3/2018,,Instagram,TRUE
1110,a100000977,1/3/2018,House Ads,personalization,FALSE,English,English,24-30 years,1/3/2018,,Instagram,TRUE
1111,a100000978,1/4/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/4/2018,,Facebook,TRUE
1112,a100000978,1/10/2018,House Ads,control,FALSE,English,English,45-55 years,1/4/2018,,Facebook,TRUE
1113,a100000978,1/3/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/4/2018,,Facebook,TRUE
1114,a100000979,1/5/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/5/2018,,Instagram,TRUE
1115,a100000979,1/10/2018,Push,control,FALSE,English,English,0-18 years,1/5/2018,,Instagram,TRUE
1116,a100000979,1/3/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/5/2018,,Instagram,TRUE
1117,a100000980,1/6/2018,Email,personalization,FALSE,English,English,19-24 years,1/6/2018,,Email,TRUE
1118,a100000980,1/10/2018,Facebook,control,FALSE,English,English,19-24 years,1/6/2018,,Email,TRUE
1119,a100000980,1/3/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/6/2018,,Email,TRUE
1120,a100000981,1/7/2018,Push,personalization,TRUE,English,English,0-18 years,1/7/2018,,Push,TRUE
1121,a100000981,1/10/2018,Instagram,control,FALSE,English,English,24-30 years,1/7/2018,,Push,TRUE
1122,a100000981,1/3/2018,House Ads,personalization,FALSE,English,English,0-18 years,1/7/2018,,Push,TRUE
1123,a100000982,1/8/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/8/2018,,Facebook,TRUE
1124,a100000982,1/10/2018,Instagram,control,FALSE,English,English,30-36 years,1/8/2018,,Facebook,TRUE
1125,a100000982,1/3/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/8/2018,,Facebook,TRUE
1126,a100000983,1/9/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/9/2018,,Instagram,TRUE
1127,a100000983,1/11/2018,Facebook,control,FALSE,English,English,36-45 years,1/9/2018,,Instagram,TRUE
1128,a100000983,1/2/2018,House Ads,personalization,FALSE,English,English,24-30 years,1/9/2018,,Instagram,TRUE
1129,a100000984,1/10/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/10/2018,,Instagram,TRUE
1130,a100000984,1/11/2018,House Ads,control,FALSE,English,English,45-55 years,1/10/2018,,Instagram,TRUE
1131,a100000984,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/10/2018,,Instagram,TRUE
1132,a100000985,1/11/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/11/2018,,Facebook,TRUE
1133,a100000985,1/11/2018,House Ads,control,FALSE,English,English,0-18 years,1/11/2018,,Facebook,TRUE
1134,a100000985,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/11/2018,,Facebook,TRUE
1135,a100000986,1/12/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/12/2018,,Instagram,TRUE
1136,a100000986,1/11/2018,House Ads,control,FALSE,English,English,19-24 years,1/12/2018,,Instagram,TRUE
1137,a100000986,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/12/2018,,Instagram,TRUE
1138,a100000987,1/13/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/13/2018,,Instagram,TRUE
1139,a100000987,1/11/2018,Push,control,FALSE,English,English,24-30 years,1/13/2018,,Instagram,TRUE
1140,a100000987,1/2/2018,House Ads,personalization,FALSE,English,English,0-18 years,1/13/2018,,Instagram,TRUE
1141,a100000988,1/14/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/14/2018,,Facebook,TRUE
1142,a100000988,1/11/2018,Facebook,control,FALSE,English,English,30-36 years,1/14/2018,,Facebook,TRUE
1143,a100000988,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/14/2018,,Facebook,TRUE
1144,a100000989,1/15/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/15/2018,,Instagram,TRUE
1145,a100000989,1/11/2018,Instagram,control,FALSE,English,English,36-45 years,1/15/2018,,Instagram,TRUE
1146,a100000989,1/2/2018,House Ads,personalization,FALSE,English,English,24-30 years,1/15/2018,,Instagram,TRUE
1147,a100000990,1/16/2018,Email,personalization,TRUE,English,English,19-24 years,1/16/2018,,Email,TRUE
1148,a100000990,1/12/2018,Instagram,control,FALSE,English,English,45-55 years,1/16/2018,,Email,TRUE
1149,a100000990,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/16/2018,,Email,TRUE
1150,a100000991,1/17/2018,Push,personalization,TRUE,English,English,19-24 years,1/17/2018,,Push,TRUE
1151,a100000991,1/12/2018,Facebook,control,FALSE,English,English,0-18 years,1/17/2018,,Push,TRUE
1152,a100000991,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/17/2018,,Push,TRUE
1153,a100000992,1/18/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/18/2018,4/6/2018,Facebook,FALSE
1154,a100000992,1/12/2018,House Ads,control,FALSE,English,English,19-24 years,1/18/2018,4/6/2018,Facebook,FALSE
1155,a100000992,1/3/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/18/2018,4/6/2018,Facebook,FALSE
1156,a100000993,1/1/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/1/2018,1/7/2018,Instagram,FALSE
1157,a100000993,1/12/2018,House Ads,control,FALSE,English,English,24-30 years,1/1/2018,1/7/2018,Instagram,FALSE
1158,a100000993,1/3/2018,House Ads,personalization,FALSE,English,English,0-18 years,1/1/2018,1/7/2018,Instagram,FALSE
1159,a100000994,1/2/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/2/2018,1/28/2018,Instagram,FALSE
1160,a100000994,1/12/2018,House Ads,control,FALSE,English,English,30-36 years,1/2/2018,1/28/2018,Instagram,FALSE
1161,a100000994,1/3/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/2/2018,1/28/2018,Instagram,FALSE
1162,a100000995,1/3/2018,Facebook,personalization,TRUE,English,English,24-30 years,1/3/2018,2/11/2018,Facebook,FALSE
1163,a100000995,1/12/2018,Push,control,FALSE,English,English,36-45 years,1/3/2018,2/11/2018,Facebook,FALSE
1164,a100000995,1/3/2018,House Ads,personalization,FALSE,English,English,24-30 years,1/3/2018,2/11/2018,Facebook,FALSE
1165,a100000996,1/4/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/4/2018,1/16/2018,Instagram,FALSE
1166,a100000996,1/12/2018,Facebook,control,FALSE,English,English,45-55 years,1/4/2018,1/16/2018,Instagram,FALSE
1167,a100000996,1/3/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/4/2018,1/16/2018,Instagram,FALSE
1168,a100000997,1/5/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/5/2018,1/12/2018,Instagram,FALSE
1169,a100000997,1/13/2018,Instagram,control,FALSE,English,English,0-18 years,1/5/2018,1/12/2018,Instagram,FALSE
1170,a100000997,1/3/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/5/2018,1/12/2018,Instagram,FALSE
1171,a100000998,1/6/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/6/2018,3/22/2018,Facebook,FALSE
1172,a100000998,1/13/2018,Instagram,control,FALSE,English,English,19-24 years,1/6/2018,3/22/2018,Facebook,FALSE
1173,a100000998,1/3/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/6/2018,3/22/2018,Facebook,FALSE
1174,a100000999,1/7/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/7/2018,3/7/2018,Instagram,FALSE
1175,a100000999,1/13/2018,Facebook,control,FALSE,English,English,24-30 years,1/7/2018,3/7/2018,Instagram,FALSE
1176,a100000999,1/2/2018,House Ads,personalization,FALSE,English,English,0-18 years,1/7/2018,3/7/2018,Instagram,FALSE
1177,a100001044,1/8/2018,Email,personalization,TRUE,English,English,19-24 years,1/8/2018,3/30/2018,Email,FALSE
1178,a100001044,1/19/2018,Facebook,control,FALSE,English,English,45-55 years,1/8/2018,3/30/2018,Email,FALSE
1179,a100001044,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/8/2018,3/30/2018,Email,FALSE
1180,a100001045,1/9/2018,Push,personalization,TRUE,English,English,24-30 years,1/9/2018,,Push,TRUE
1181,a100001045,1/19/2018,Instagram,control,FALSE,English,English,0-18 years,1/9/2018,,Push,TRUE
1182,a100001045,1/2/2018,House Ads,personalization,FALSE,English,English,24-30 years,1/9/2018,,Push,TRUE
1183,a100001046,1/10/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/10/2018,,Facebook,TRUE
1184,a100001046,1/20/2018,Instagram,control,FALSE,English,English,19-24 years,1/10/2018,,Facebook,TRUE
1185,a100001046,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/10/2018,,Facebook,TRUE
1186,a100001047,1/11/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/11/2018,,Instagram,TRUE
1187,a100001047,1/20/2018,Facebook,control,FALSE,English,English,24-30 years,1/11/2018,,Instagram,TRUE
1188,a100001047,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/11/2018,,Instagram,TRUE
1189,a100001048,1/12/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/12/2018,,Instagram,TRUE
1190,a100001048,1/20/2018,House Ads,control,FALSE,English,English,30-36 years,1/12/2018,,Instagram,TRUE
1191,a100001048,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/12/2018,,Instagram,TRUE
1192,a100001049,1/13/2018,Facebook,personalization,TRUE,English,English,0-18 years,1/13/2018,,Facebook,TRUE
1193,a100001049,1/20/2018,House Ads,control,FALSE,English,Spanish,36-45 years,1/13/2018,,Facebook,TRUE
1194,a100001049,1/2/2018,House Ads,personalization,FALSE,English,English,0-18 years,1/13/2018,,Facebook,TRUE
1195,a100001050,1/14/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/14/2018,,Instagram,TRUE
1196,a100001050,1/20/2018,House Ads,control,FALSE,English,English,45-55 years,1/14/2018,,Instagram,TRUE
1197,a100001050,1/2/2018,House Ads,personalization,FALSE,English,English,19-24 years,1/14/2018,,Instagram,TRUE
1198,a100001051,1/15/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/15/2018,,Instagram,TRUE
1199,a100001051,1/20/2018,Push,control,FALSE,English,English,0-18 years,1/15/2018,,Instagram,TRUE
1200,a100001051,1/2/2018,House Ads,personalization,FALSE,English,English,24-30 years,1/15/2018,,Instagram,TRUE
1201,a100001052,1/16/2018,Facebook,personalization,TRUE,English,English,30-36 years,1/16/2018,,Facebook,TRUE
1202,a100001052,1/20/2018,Facebook,control,FALSE,English,English,19-24 years,1/16/2018,,Facebook,TRUE
1203,a100001052,1/3/2018,House Ads,personalization,FALSE,English,English,30-36 years,1/16/2018,,Facebook,TRUE
1204,a100001053,1/17/2018,Instagram,personalization,TRUE,English,English,36-45 years,1/17/2018,,Instagram,TRUE
1205,a100001053,1/21/2018,Instagram,control,FALSE,English,English,24-30 years,1/17/2018,,Instagram,TRUE
1206,a100001053,1/3/2018,House Ads,personalization,FALSE,English,English,36-45 years,1/17/2018,,Instagram,TRUE
1207,a100001054,1/18/2018,Email,personalization,TRUE,English,English,45-55 years,1/18/2018,,Email,TRUE
1208,a100001054,1/21/2018,Instagram,control,FALSE,English,English,30-36 years,1/18/2018,,Email,TRUE
1209,a100001055,1/1/2018,Push,personalization,TRUE,English,English,55+ years,1/1/2018,,Push,TRUE
1210,a100001055,1/21/2018,Facebook,control,FALSE,English,English,36-45 years,1/1/2018,,Push,TRUE
1211,a100001056,1/2/2018,Facebook,personalization,TRUE,English,English,0-18 years,1/2/2018,,Facebook,TRUE
1212,a100001056,1/21/2018,House Ads,control,FALSE,English,English,45-55 years,1/2/2018,,Facebook,TRUE
1213,a100001057,1/3/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/3/2018,,Instagram,TRUE
1214,a100001057,1/21/2018,House Ads,control,FALSE,English,Spanish,0-18 years,1/3/2018,,Instagram,TRUE
1215,a100001058,1/4/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/4/2018,,Instagram,TRUE
1216,a100001058,1/21/2018,House Ads,control,FALSE,English,English,19-24 years,1/4/2018,,Instagram,TRUE
1217,a100001059,1/5/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/5/2018,,Facebook,TRUE
1218,a100001059,1/21/2018,Push,control,FALSE,English,English,24-30 years,1/5/2018,,Facebook,TRUE
1219,a100001060,1/6/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/6/2018,,Instagram,TRUE
1220,a100001060,1/22/2018,Facebook,control,FALSE,English,English,30-36 years,1/6/2018,,Instagram,TRUE
1221,a100001061,1/7/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/7/2018,,Instagram,TRUE
1222,a100001061,1/22/2018,Instagram,control,FALSE,English,English,36-45 years,1/7/2018,,Instagram,TRUE
1223,a100001062,1/8/2018,Facebook,personalization,TRUE,English,English,0-18 years,1/8/2018,,Facebook,TRUE
1224,a100001062,1/22/2018,Instagram,control,FALSE,English,English,45-55 years,1/8/2018,,Facebook,TRUE
1225,a100001063,1/9/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/9/2018,,Instagram,TRUE
1226,a100001063,1/22/2018,Facebook,control,FALSE,English,English,0-18 years,1/9/2018,,Instagram,TRUE
1227,a100001064,1/10/2018,Email,personalization,TRUE,English,English,24-30 years,1/10/2018,,Email,TRUE
1228,a100001064,1/22/2018,House Ads,control,FALSE,English,Spanish,19-24 years,1/10/2018,,Email,TRUE
1229,a100001065,1/11/2018,Push,personalization,TRUE,English,English,19-24 years,1/11/2018,,Push,TRUE
1230,a100001065,1/22/2018,House Ads,control,FALSE,English,English,24-30 years,1/11/2018,,Push,TRUE
1231,a100001066,1/12/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/12/2018,,Facebook,TRUE
1232,a100001066,1/22/2018,House Ads,control,FALSE,English,English,30-36 years,1/12/2018,,Facebook,TRUE
1233,a100001067,1/13/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/13/2018,,Instagram,TRUE
1234,a100001067,1/23/2018,Push,control,FALSE,English,English,36-45 years,1/13/2018,,Instagram,TRUE
1235,a100001068,1/14/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/14/2018,,Instagram,TRUE
1236,a100001068,1/23/2018,Facebook,control,FALSE,English,English,45-55 years,1/14/2018,,Instagram,TRUE
1237,a100001069,1/15/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/15/2018,,Facebook,TRUE
1238,a100001069,1/23/2018,Instagram,control,FALSE,English,English,0-18 years,1/15/2018,,Facebook,TRUE
1239,a100001070,1/16/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/16/2018,,Instagram,TRUE
1240,a100001070,1/23/2018,Instagram,control,FALSE,English,English,19-24 years,1/16/2018,,Instagram,TRUE
1241,a100001071,1/17/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/17/2018,,Instagram,TRUE
1242,a100001071,1/23/2018,Facebook,control,FALSE,English,English,24-30 years,1/17/2018,,Instagram,TRUE
1243,a100001072,1/18/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/18/2018,,Facebook,TRUE
1244,a100001072,1/23/2018,House Ads,control,FALSE,English,English,30-36 years,1/18/2018,,Facebook,TRUE
1245,a100001073,1/1/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/1/2018,,Instagram,TRUE
1246,a100001073,1/23/2018,House Ads,control,FALSE,English,English,36-45 years,1/1/2018,,Instagram,TRUE
1247,a100001074,1/2/2018,Email,personalization,TRUE,English,English,0-18 years,1/2/2018,,Email,TRUE
1248,a100001074,1/24/2018,House Ads,control,FALSE,English,Spanish,45-55 years,1/2/2018,,Email,TRUE
1249,a100001075,1/3/2018,Push,personalization,TRUE,English,English,19-24 years,1/3/2018,,Push,TRUE
1250,a100001075,1/24/2018,Push,control,FALSE,English,English,0-18 years,1/3/2018,,Push,TRUE
1251,a100001076,1/4/2018,Facebook,personalization,TRUE,English,English,24-30 years,1/4/2018,,Facebook,TRUE
1252,a100001076,1/24/2018,Facebook,control,FALSE,English,English,19-24 years,1/4/2018,,Facebook,TRUE
1253,a100001077,1/5/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/5/2018,,Instagram,TRUE
1254,a100001077,1/24/2018,Instagram,control,FALSE,English,Spanish,24-30 years,1/5/2018,,Instagram,TRUE
1255,a100001078,1/6/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/6/2018,,Instagram,TRUE
1256,a100001078,1/24/2018,Instagram,control,FALSE,English,English,30-36 years,1/6/2018,,Instagram,TRUE
1257,a100001079,1/7/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/7/2018,,Facebook,TRUE
1258,a100001079,1/24/2018,Facebook,control,FALSE,English,English,36-45 years,1/7/2018,,Facebook,TRUE
1259,a100001080,1/8/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/8/2018,,Instagram,TRUE
1260,a100001080,1/24/2018,House Ads,control,FALSE,English,English,45-55 years,1/8/2018,,Instagram,TRUE
1261,a100001081,1/9/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/9/2018,,Instagram,TRUE
1262,a100001081,1/24/2018,House Ads,control,FALSE,English,English,0-18 years,1/9/2018,,Instagram,TRUE
1263,a100001082,1/10/2018,Facebook,personalization,TRUE,English,English,24-30 years,1/10/2018,,Facebook,TRUE
1264,a100001082,1/25/2018,House Ads,control,FALSE,English,English,19-24 years,1/10/2018,,Facebook,TRUE
1265,a100001089,1/11/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/11/2018,,Instagram,TRUE
1266,a100001089,1/26/2018,House Ads,control,FALSE,English,English,24-30 years,1/11/2018,,Instagram,TRUE
1267,a100001090,1/12/2018,Email,personalization,TRUE,English,English,19-24 years,1/12/2018,3/18/2018,Email,FALSE
1268,a100001090,1/26/2018,House Ads,control,FALSE,English,English,30-36 years,1/12/2018,3/18/2018,Email,FALSE
1269,a100001091,1/13/2018,Push,personalization,TRUE,English,English,19-24 years,1/13/2018,1/13/2018,Push,FALSE
1270,a100001091,1/26/2018,Push,control,FALSE,English,English,36-45 years,1/13/2018,1/13/2018,Push,FALSE
1271,a100001092,1/14/2018,Facebook,personalization,TRUE,English,English,0-18 years,1/14/2018,2/22/2018,Facebook,FALSE
1272,a100001092,1/26/2018,Facebook,control,FALSE,English,English,45-55 years,1/14/2018,2/22/2018,Facebook,FALSE
1273,a100001093,1/15/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/15/2018,1/20/2018,Instagram,FALSE
1274,a100001093,1/26/2018,Instagram,control,FALSE,English,English,0-18 years,1/15/2018,1/20/2018,Instagram,FALSE
1275,a100001094,1/16/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/16/2018,3/23/2018,Instagram,FALSE
1276,a100001094,1/26/2018,Instagram,control,FALSE,English,English,19-24 years,1/16/2018,3/23/2018,Instagram,FALSE
1277,a100001095,1/17/2018,Facebook,personalization,TRUE,English,English,30-36 years,1/17/2018,3/16/2018,Facebook,FALSE
1278,a100001095,1/26/2018,Facebook,control,FALSE,English,English,24-30 years,1/17/2018,3/16/2018,Facebook,FALSE
1279,a100001096,1/18/2018,Instagram,personalization,TRUE,English,English,36-45 years,1/18/2018,3/26/2018,Instagram,FALSE
1280,a100001096,1/27/2018,House Ads,control,FALSE,English,English,30-36 years,1/18/2018,3/26/2018,Instagram,FALSE
1281,a100001097,1/19/2018,Instagram,personalization,TRUE,English,English,45-55 years,1/19/2018,1/19/2018,Instagram,FALSE
1282,a100001097,1/27/2018,House Ads,control,FALSE,English,English,36-45 years,1/19/2018,1/19/2018,Instagram,FALSE
1283,a100001098,1/20/2018,Facebook,personalization,TRUE,English,English,55+ years,1/20/2018,4/2/2018,Facebook,FALSE
1284,a100001098,1/27/2018,House Ads,control,FALSE,English,English,45-55 years,1/20/2018,4/2/2018,Facebook,FALSE
1285,a100001099,1/21/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/21/2018,,Instagram,TRUE
1286,a100001099,1/27/2018,Push,control,FALSE,English,English,0-18 years,1/21/2018,,Instagram,TRUE
1287,a100001100,1/22/2018,Email,personalization,TRUE,English,English,19-24 years,1/22/2018,,Email,TRUE
1288,a100001100,1/27/2018,Facebook,control,FALSE,English,English,19-24 years,1/22/2018,,Email,TRUE
1289,a100001101,1/23/2018,Push,personalization,TRUE,English,English,24-30 years,1/23/2018,,Push,TRUE
1290,a100001101,1/27/2018,Instagram,control,FALSE,English,English,24-30 years,1/23/2018,,Push,TRUE
1291,a100001102,1/24/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/24/2018,,Facebook,TRUE
1292,a100001102,1/27/2018,Instagram,control,FALSE,English,English,30-36 years,1/24/2018,,Facebook,TRUE
1293,a100001103,1/25/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/25/2018,,Instagram,TRUE
1294,a100001103,1/28/2018,Facebook,control,FALSE,English,English,36-45 years,1/25/2018,,Instagram,TRUE
1295,a100001104,1/17/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/17/2018,,Instagram,TRUE
1296,a100001104,1/28/2018,House Ads,control,FALSE,English,English,45-55 years,1/17/2018,,Instagram,TRUE
1297,a100001105,1/18/2018,Facebook,personalization,TRUE,English,English,0-18 years,1/18/2018,,Facebook,TRUE
1298,a100001105,1/28/2018,House Ads,control,FALSE,English,English,0-18 years,1/18/2018,,Facebook,TRUE
1299,a100001106,1/19/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/19/2018,,Instagram,TRUE
1300,a100001106,1/28/2018,House Ads,control,FALSE,English,English,19-24 years,1/19/2018,,Instagram,TRUE
1301,a100001107,1/20/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/20/2018,,Instagram,TRUE
1302,a100001107,1/28/2018,Push,control,FALSE,English,English,24-30 years,1/20/2018,,Instagram,TRUE
1303,a100001108,1/21/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/21/2018,,Facebook,TRUE
1304,a100001108,1/28/2018,Facebook,control,FALSE,English,English,30-36 years,1/21/2018,,Facebook,TRUE
1305,a100001109,1/22/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/22/2018,,Instagram,TRUE
1306,a100001109,1/28/2018,Instagram,control,FALSE,English,English,36-45 years,1/22/2018,,Instagram,TRUE
1307,a100001110,1/23/2018,Email,personalization,TRUE,English,English,19-24 years,1/23/2018,,Email,TRUE
1308,a100001110,1/29/2018,Instagram,control,FALSE,English,English,45-55 years,1/23/2018,,Email,TRUE
1309,a100001111,1/24/2018,Push,personalization,TRUE,English,English,0-18 years,1/24/2018,,Push,TRUE
1310,a100001111,1/29/2018,Facebook,control,FALSE,English,English,0-18 years,1/24/2018,,Push,TRUE
1311,a100001112,1/25/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/25/2018,,Facebook,TRUE
1312,a100001112,1/29/2018,House Ads,control,FALSE,English,English,19-24 years,1/25/2018,,Facebook,TRUE
1313,a100001113,1/17/2018,Instagram,personalization,TRUE,English,English,24-30 years,1/17/2018,,Instagram,TRUE
1314,a100001113,1/29/2018,House Ads,control,FALSE,English,English,24-30 years,1/17/2018,,Instagram,TRUE
1315,a100001114,1/18/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/18/2018,,Instagram,TRUE
1316,a100001114,1/29/2018,House Ads,control,FALSE,English,English,30-36 years,1/18/2018,,Instagram,TRUE
1317,a100001115,1/1/2018,Facebook,personalization,TRUE,English,English,19-24 years,1/1/2018,,Facebook,TRUE
1318,a100001115,1/29/2018,Push,control,FALSE,English,English,36-45 years,1/1/2018,,Facebook,TRUE
1319,a100001116,1/2/2018,Instagram,personalization,TRUE,English,English,19-24 years,1/2/2018,,Instagram,TRUE
1320,a100001116,1/29/2018,Facebook,control,FALSE,English,English,45-55 years,1/2/2018,,Instagram,TRUE
1321,a100001117,1/3/2018,Instagram,personalization,TRUE,English,English,0-18 years,1/3/2018,,Instagram,TRUE
